"id","date","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","yr_built","zipcode","latitude","longitude","census_tract","tract_name","pop_estimate","median_age","LHS","HS","SC","BACH","GRAD","prop_poverty"
7129302095,20150213,265000,3,1,1122,6554,1.5,0,1900,98118,47.5135028197835,-122.256900814962,53033011800,"Census Tract 118, King County, Washington",8415,32.8,0.28,0.18,0.28,0.18,0.09,0.37
795000820,20150406,220000,2,1,840,9000,1,0,1951,98168,47.5032940982839,-122.328974692545,53033026500,"Census Tract 265, King County, Washington",4236,37.6,0.22,0.34,0.31,0.1,0.03,0.33
1158700100,20140811,575000,2,1.75,2770,19700,2,0,1983,98177,47.7581049054674,-122.364986012844,53033020800,"Census Tract 208, King County, Washington",4329,46.6,0.03,0.12,0.24,0.32,0.28,0.05
7507500015,20140730,442500,3,1.5,1800,8303,1,0,1957,98133,47.7692996395644,-122.357001658496,53033020200,"Census Tract 202, King County, Washington",5189,49.1,0.05,0.14,0.3,0.36,0.16,0.09
1523069086,20140605,395000,3,1.75,1460,22651,1,0,1961,98027,47.4861035356663,-122.02997483382,53033032104,"Census Tract 321.04, King County, Washington",6274,42.8,0.03,0.17,0.29,0.33,0.17,0.08
6121000090,20140616,295000,3,1.75,1770,8235,1,0,1960,98148,47.4322938894902,-122.327912454482,53033028500,"Census Tract 285, King County, Washington",3999,37.1,0.11,0.31,0.37,0.15,0.05,0.14
8964800930,20150317,1350000,4,2,2240,10296,1,0,1948,98004,47.617705547518,-122.216963740102,53033024000,"Census Tract 240, King County, Washington",7817,39.6,0.01,0.11,0.16,0.39,0.33,0.03
3423600025,20150305,825050,4,3.25,2860,3680,2,0,1925,98115,47.6751942604574,-122.299931942628,53033004301,"Census Tract 43.01, King County, Washington",3644,32.2,0.02,0.06,0.14,0.35,0.43,0.21
424069233,20140531,660000,3,2.25,2675,40910,2,0,1984,98075,47.591599282215,-122.055090295927,53033032207,"Census Tract 322.07, King County, Washington",3701,42.5,0.02,0.08,0.24,0.48,0.18,0.02
1725059209,20140929,698000,6,2.5,2680,11250,1,0,1967,98033,47.6553083918099,-122.1899715518,53033022702,"Census Tract 227.02, King County, Washington",4153,38.6,0.01,0.06,0.25,0.42,0.25,0.11
3824100051,20150407,405000,4,1.75,1690,8392,1,0,1979,98028,47.7730048705955,-122.255911987024,53033021600,"Census Tract 216, King County, Washington",5005,41,0.04,0.14,0.35,0.33,0.13,0.09
6163901751,20140623,291500,3,1,880,9238,1.5,0,1946,98155,47.7494085812639,-122.318997903025,53033020500,"Census Tract 205, King County, Washington",6608,41.1,0.07,0.12,0.37,0.26,0.18,0.09
7893801862,20140811,379260,3,2.5,1730,7202,1,0,1991,98198,47.4098990721861,-122.329025947252,53033028700,"Census Tract 287, King County, Washington",5084,40.4,0.08,0.26,0.4,0.17,0.08,0.08
913000315,20140605,1300000,6,4.5,3902,3880,3,0,1977,98116,47.5836965341704,-122.399092766679,53033009600,"Census Tract 96, King County, Washington",5783,46.3,0.06,0.07,0.27,0.38,0.23,0.07
5152100110,20150422,530000,4,2,2150,14161,1,0,1966,98003,47.33760840598,-122.32295035171,53033030100,"Census Tract 301, King County, Washington",7934,47.4,0.07,0.17,0.35,0.26,0.16,0.1
7116500705,20150129,156000,2,1,920,5889,1,0,1950,98002,47.301203239801,-122.218087077461,53033030700,"Census Tract 307, King County, Washington",3916,37.4,0.19,0.39,0.31,0.07,0.03,0.23
7853301390,20140821,688000,4,4,4000,9309,2,0,2007,98065,47.5420931462195,-121.887964091153,53033032602,"Census Tract 326.02, King County, Washington",13392,34.9,0.04,0.08,0.28,0.42,0.19,0.02
2822059262,20141201,250000,3,1,1060,52272,1,0,1960,98030,47.3600012165056,-122.177972128025,53033029601,"Census Tract 296.01, King County, Washington",6914,33.2,0.18,0.23,0.42,0.13,0.04,0.17
5249805090,20150407,705000,4,1.5,1780,3120,1.5,0,1926,98118,47.5588923727198,-122.263973330549,53033010200,"Census Tract 102, King County, Washington",4570,41.8,0.09,0.11,0.2,0.32,0.28,0.06
9353300600,20140624,348500,3,1.5,1360,10726,1,0,1966,98059,47.4948057803975,-122.133920836599,53033025102,"Census Tract 251.02, King County, Washington",7878,33.3,0.1,0.18,0.25,0.31,0.16,0.07
8682230590,20150426,8e+05,2,2.5,2395,6143,1,0,2003,98053,47.711408645575,-122.028937885468,53033032327,"Census Tract 323.27, King County, Washington",4066,64,0.01,0.1,0.24,0.33,0.31,0.03
3876100940,20150427,6e+05,4,1.75,3050,9440,1,0,1966,98034,47.7228009922125,-122.18306599739,53033021903,"Census Tract 219.03, King County, Washington",6153,35.8,0.04,0.15,0.35,0.27,0.19,0.08
321059059,20140519,359950,3,1,1290,189486,1,0,1960,98092,47.3356030864563,-122.15696441624,53033031205,"Census Tract 312.05, King County, Washington",6892,31.8,0.1,0.2,0.43,0.18,0.09,0.15
223039330,20150407,1050000,3,3,3250,5093,2,0,2004,98146,47.5122924110076,-122.390035604664,53033012000,"Census Tract 120, King County, Washington",3615,37.1,0.05,0.18,0.26,0.36,0.15,0.05
3332000195,20140924,167500,3,1,760,3090,1,0,1903,98118,47.5512975339842,-122.27503379906,53033010200,"Census Tract 102, King County, Washington",4570,41.8,0.09,0.11,0.2,0.32,0.28,0.06
2724089019,20140523,527550,1,0.75,820,59677,1,0,1999,98065,47.5315968259207,-121.764046234578,53033032800,"Census Tract 328, King County, Washington",2351,50,0.04,0.23,0.35,0.23,0.14,0.04
3821000100,20150320,249950,4,1.75,1620,10530,1,0,1968,98030,47.3807938174496,-122.211014960441,53033029503,"Census Tract 295.03, King County, Washington",8546,28,0.25,0.32,0.27,0.13,0.02,0.42
9285800590,20150309,565000,3,1,1610,4108,1.5,0,1928,98126,47.5703932507953,-122.375988805145,53033009900,"Census Tract 99, King County, Washington",5675,36.5,0.06,0.1,0.25,0.42,0.17,0.07
6821600265,20150305,425000,2,1,1270,6000,1,0,1939,98199,47.6482003425715,-122.392991749112,53033005700,"Census Tract 57, King County, Washington",6816,40.5,0.02,0.07,0.23,0.4,0.27,0.06
2125059013,20150420,1670000,5,3.5,4320,40816,2,0,1997,98004,47.6440050115626,-122.184946408291,53033023700,"Census Tract 237, King County, Washington",4322,36.9,0.01,0.07,0.21,0.38,0.33,0.04
8682301050,20141202,705000,2,2.5,2300,6400,1,0,2007,98053,47.7196006877566,-122.019904885608,53033032327,"Census Tract 323.27, King County, Washington",4066,64,0.01,0.1,0.24,0.33,0.31,0.03
426059055,20141003,620000,3,1.75,2410,35236,1,0,1980,98072,47.7650945731356,-122.166047736572,53033021802,"Census Tract 218.02, King County, Washington",5539,36.8,0.04,0.13,0.33,0.34,0.16,0.1
1769600147,20140731,477590,3,3.25,2260,7701,2,0,2000,98146,47.505296717907,-122.377079012316,53033012100,"Census Tract 121, King County, Washington",2663,45.3,0.01,0.12,0.3,0.34,0.23,0.03
546000820,20141110,415000,2,1,980,4108,1,0,1947,98117,47.6870021710166,-122.380921901618,53033003000,"Census Tract 30, King County, Washington",5940,38.1,0.01,0.12,0.21,0.4,0.26,0.06
1454600266,20141027,925000,4,3.75,4420,9492,2,0,1962,98125,47.7210978991705,-122.283030172261,53033000100,"Census Tract 1, King County, Washington",7963,34.8,0.09,0.18,0.28,0.28,0.17,0.19
2767603931,20140818,469000,3,3.25,1370,1194,3,0,2004,98107,47.671795564967,-122.388002221845,53033003200,"Census Tract 32, King County, Washington",8504,37.4,0.02,0.07,0.21,0.45,0.25,0.1
9264910900,20141117,295500,4,2.5,2830,7350,1,0,1982,98023,47.3088031466617,-122.34093918299,53033030309,"Census Tract 303.09, King County, Washington",5793,33.2,0.04,0.29,0.43,0.13,0.12,0.1
2207200820,20141015,413107,3,1.5,1420,7520,1,0,1956,98007,47.6010035024817,-122.134072210185,53033023300,"Census Tract 233, King County, Washington",6534,42.4,0.09,0.18,0.23,0.34,0.15,0.05
993001332,20140903,407000,3,2.25,1430,1448,3,0,2005,98103,47.6916085764608,-122.340976379275,53033001800,"Census Tract 18, King County, Washington",5380,31.8,0.09,0.07,0.25,0.42,0.17,0.13
5162100820,20150504,345000,4,2.5,2420,11481,1,0,1985,98003,47.3410068796831,-122.31803959443,53033030100,"Census Tract 301, King County, Washington",7934,47.4,0.07,0.17,0.35,0.26,0.16,0.1
8645501091,20150311,259950,4,1.75,1400,7920,1,0,1963,98058,47.4657978622578,-122.184066209922,53033025702,"Census Tract 257.02, King County, Washington",3510,38.9,0.05,0.22,0.4,0.23,0.11,0.08
7853230590,20141029,435000,4,2.5,2190,6578,2,0,2004,98065,47.5305063553877,-121.847032136279,53033032602,"Census Tract 326.02, King County, Washington",13392,34.9,0.04,0.08,0.28,0.42,0.19,0.02
6414100721,20150416,407500,2,1,770,6017,1,0,1950,98125,47.7222911421345,-122.320981120885,53033000200,"Census Tract 2, King County, Washington",7973,38.9,0.08,0.14,0.25,0.33,0.2,0.12
2114700115,20150407,291700,3,2.5,1970,4120,1.5,0,1927,98106,47.5327929784229,-122.346097108356,53033011300,"Census Tract 113, King County, Washington",7054,41.3,0.15,0.18,0.4,0.21,0.06,0.08
1023079147,20140820,652500,4,2.25,2220,130244,2,0,1989,98027,47.4988983231235,-121.90005613373,53033032102,"Census Tract 321.02, King County, Washington",5019,46.8,0.04,0.18,0.27,0.33,0.19,0.03
824059140,20140527,949880,4,2.25,2290,10687,2,0,1978,98004,47.5878000667084,-122.201973311576,53033023900,"Census Tract 239, King County, Washington",7179,43,0.04,0.08,0.21,0.44,0.24,0.12
7379700051,20150410,375000,3,1.75,1590,14766,1,0,1963,98007,47.5901993480982,-122.147078977694,53033023401,"Census Tract 234.01, King County, Washington",3821,37.9,0.05,0.12,0.19,0.35,0.29,0.13
4242900215,20140618,646000,5,2.75,2870,4461,1,0,1976,98107,47.6749989758571,-122.390046192468,53033003200,"Census Tract 32, King County, Washington",8504,37.4,0.02,0.07,0.21,0.45,0.25,0.1
723069089,20140715,575000,4,2.5,2550,56628,2,0,2001,98027,47.4913046691088,-122.0810303148,53033031903,"Census Tract 319.03, King County, Washington",6767,41.4,0.07,0.25,0.32,0.24,0.12,0.03
2391602250,20140626,440000,4,1.5,1770,5750,2,0,1947,98116,47.5620900623751,-122.394071489172,53033009702,"Census Tract 97.02, King County, Washington",5551,42.3,0.03,0.11,0.21,0.42,0.23,0.05
3303230110,20140804,424000,3,1.75,1430,6818,1,0,1972,98034,47.7270959476796,-122.196064459942,53033022003,"Census Tract 220.03, King County, Washington",4831,36.2,0.06,0.2,0.32,0.3,0.12,0.07
6414100025,20140721,538000,4,2.5,3260,10032,1,0,1978,98125,47.7203098014298,-122.322966882151,53033000200,"Census Tract 2, King County, Washington",7973,38.9,0.08,0.14,0.25,0.33,0.2,0.12
8651440740,20150121,219000,3,1.5,1740,5200,1,0,1977,98042,47.3656952740304,-122.094039393971,53033032005,"Census Tract 320.05, King County, Washington",7361,35.1,0.08,0.37,0.32,0.15,0.08,0.13
868001705,20150206,1465000,3,1.5,2480,9900,2,0,1940,98177,47.7017998068553,-122.38096269775,53033001600,"Census Tract 16, King County, Washington",4603,45,0.03,0.09,0.26,0.34,0.27,0.06
1370801585,20140603,975000,4,2.25,2290,5350,2,0,1958,98199,47.6428043967472,-122.410911193055,53033005600,"Census Tract 56, King County, Washington",6875,47.7,0.03,0.03,0.17,0.38,0.39,0.03
2011400019,20141230,260000,5,2.5,2580,11250,1,0,1964,98198,47.3970094818395,-122.313001785194,53033028902,"Census Tract 289.02, King County, Washington",7163,32.8,0.27,0.29,0.32,0.08,0.04,0.27
8650300190,20140521,567000,3,2.5,2540,6093,2,0,1999,98034,47.7042051424804,-122.235984529918,53033022203,"Census Tract 222.03, King County, Washington",5038,43.5,0.01,0.13,0.27,0.39,0.21,0.06
7941500170,20141202,219000,3,1,970,7790,1,0,1967,98003,47.3165089758141,-122.324985268013,53033030202,"Census Tract 302.02, King County, Washington",6625,38,0.07,0.34,0.39,0.13,0.07,0.18
7212651950,20140710,350000,4,2.5,2800,9538,2,0,1993,98003,47.2674972366359,-122.306993445992,53033030403,"Census Tract 304.03, King County, Washington",4495,44.7,0.05,0.22,0.39,0.22,0.12,0.06
5438000280,20150415,325000,3,1.75,2920,10573,1,0,1964,98055,47.4429099048446,-122.195051664308,53033029303,"Census Tract 293.03, King County, Washington",7423,38.8,0.08,0.23,0.34,0.26,0.09,0.11
522069022,20140714,599000,5,2.5,2950,72309,2,0,2006,98058,47.4185931652112,-122.078923235659,53033032007,"Census Tract 320.07, King County, Washington",3616,43.8,0.01,0.24,0.4,0.25,0.1,0.05
9809000020,20150313,1940000,5,2.25,3120,16672,2,0,1969,98004,47.6458046600036,-122.218926567903,53033024100,"Census Tract 241, King County, Washington",4838,46.1,0.02,0.05,0.16,0.45,0.32,0.03
2459970020,20141124,360000,4,2.5,1950,5451,2,0,2004,98058,47.4340979336388,-122.143966584741,53033031909,"Census Tract 319.09, King County, Washington",2919,43.5,0.02,0.14,0.36,0.29,0.19,0.05
8077200470,20140718,590000,4,2.5,2290,11072,2,0,1986,98074,47.6283073096024,-122.029916708109,53033032318,"Census Tract 323.18, King County, Washington",6176,37.4,0,0.06,0.16,0.44,0.34,0.03
3343901403,20141216,635000,4,2.5,2930,8679,2,0,2014,98056,47.5163902435845,-122.190078534838,53033025200,"Census Tract 252, King County, Washington",8588,38.6,0.13,0.2,0.32,0.24,0.11,0.1
9512500680,20141119,425000,4,1.75,1980,8400,1,0,1968,98052,47.6721041808645,-122.151953833782,53033022606,"Census Tract 226.06, King County, Washington",5653,38.7,0.06,0.08,0.29,0.34,0.23,0.04
6817800630,20140516,385000,3,1.75,1180,10541,1,0,1981,98074,47.6348001322813,-122.032055395827,53033032318,"Census Tract 323.18, King County, Washington",6176,37.4,0,0.06,0.16,0.44,0.34,0.03
8820900299,20150204,419950,3,3,2150,3962,1.5,0,1949,98125,47.7182941115398,-122.28491268674,53033000800,"Census Tract 8, King County, Washington",2582,46.6,0.04,0.09,0.27,0.27,0.32,0.07
3244500078,20140822,6e+05,3,2.5,4930,77536,2,0,1981,98072,47.7634022360413,-122.138968478717,53033032319,"Census Tract 323.19, King County, Washington",5696,39.5,0.03,0.17,0.29,0.3,0.21,0.08
8122100130,20140618,415000,3,1.75,1270,4800,1,0,1952,98126,47.5362095927821,-122.376022965,53033011500,"Census Tract 115, King County, Washington",4421,39.6,0.06,0.19,0.28,0.33,0.14,0.07
923000414,20150419,670000,3,1.75,1850,8160,1,0,1952,98177,47.7241067682235,-122.3630474041,53033000500,"Census Tract 5, King County, Washington",3052,51.8,0.02,0.06,0.21,0.42,0.29,0.05
2592201350,20150324,823000,3,2.5,2560,9825,2,0,1988,98006,47.5497017597522,-122.145043992621,53033024903,"Census Tract 249.03, King County, Washington",7146,44,0.02,0.08,0.17,0.42,0.32,0.03
5049800005,20140627,447000,2,1,1320,8380,1,0,1953,98177,47.7049949865572,-122.366906037959,53033001400,"Census Tract 14, King County, Washington",5550,36.7,0.09,0.11,0.25,0.33,0.22,0.07
9320600170,20150324,200500,3,2,1280,14972,1,0,1963,98031,47.4129099785479,-122.209074922469,53033029204,"Census Tract 292.04, King County, Washington",7229,31.6,0.1,0.25,0.38,0.16,0.12,0.06
3528900980,20140523,648475,4,2.75,2250,5700,1,0,1951,98109,47.6405973160228,-122.344078849381,53033006000,"Census Tract 60, King County, Washington",5785,36.2,0.02,0.02,0.22,0.36,0.37,0.09
1775930010,20141222,335000,3,2.75,1990,19991,1,0,1977,98072,47.7433955449393,-122.105960217078,53033032307,"Census Tract 323.07, King County, Washington",6567,41,0.02,0.14,0.32,0.32,0.19,0.02
7519000585,20150311,520000,2,1,1250,3708,1.5,0,1926,98117,47.6850034789238,-122.362902472851,53033002900,"Census Tract 29, King County, Washington",4744,40.2,0.02,0.1,0.18,0.38,0.32,0.04
3699100130,20141002,495000,2,1,1670,14695,1.5,0,1930,98033,47.7000952673373,-122.199914770265,53033022400,"Census Tract 224, King County, Washington",8459,37.3,0.02,0.06,0.18,0.49,0.25,0.05
8087800020,20140515,412500,3,1.5,1490,8475,1,0,1963,98052,47.6570964856028,-122.132990583203,53033022802,"Census Tract 228.02, King County, Washington",5030,35.7,0.02,0.1,0.23,0.34,0.31,0.07
1862000010,20140828,915000,4,2.5,3400,35062,2,0,1988,98052,47.7168060753238,-122.113058052706,53033032321,"Census Tract 323.21, King County, Washington",5780,39.6,0.02,0.07,0.16,0.38,0.37,0.03
3210600010,20141031,635000,3,2.25,1940,7482,1,0,1964,98004,47.6003979476486,-122.195033523324,53033023801,"Census Tract 238.01, King County, Washington",2749,38.6,0.03,0.08,0.23,0.34,0.32,0.08
254000545,20141023,385000,4,2.5,1620,5280,2,0,1924,98146,47.5131914833512,-122.38398246217,53033012000,"Census Tract 120, King County, Washington",3615,37.1,0.05,0.18,0.26,0.36,0.15,0.05
3629930170,20140514,723000,4,2.5,2700,4004,2,0,2004,98029,47.5520982723904,-121.995066835265,53033032210,"Census Tract 322.10, King County, Washington",13671,35,0.02,0.08,0.24,0.37,0.28,0.03
7697800170,20150428,270000,3,1.75,1800,9314,2,0,1979,98011,47.7761956373695,-122.197935472354,53033021804,"Census Tract 218.04, King County, Washington",5097,34.6,0.1,0.19,0.3,0.3,0.11,0.09
4037000840,20150406,554000,3,2,1910,9001,1,0,1957,98008,47.6036996835488,-122.118912943261,53033023300,"Census Tract 233, King County, Washington",6534,42.4,0.09,0.18,0.23,0.34,0.15,0.05
1837000010,20150302,404000,3,1,1420,8160,1,0,1947,98125,47.7163933490299,-122.305934275617,53033000700,"Census Tract 7, King County, Washington",4854,34.5,0.06,0.15,0.27,0.34,0.17,0.15
3058600050,20140919,285000,2,1,920,5850,1,0,1900,98108,47.5441012738574,-122.30402191685,53033011002,"Census Tract 110.02, King County, Washington",4957,34.2,0.38,0.3,0.14,0.14,0.04,0.26
2781200010,20141010,419000,4,2.5,3010,9155,2,0,2005,98038,47.3541993250055,-122.026953455356,53033031604,"Census Tract 316.04, King County, Washington",5549,32.7,0.02,0.2,0.37,0.29,0.12,0.05
269000221,20140826,779000,3,1.75,2320,6400,1,0,1957,98199,47.6449032520307,-122.389081155479,53033005802,"Census Tract 58.02, King County, Washington",5680,33.6,0.02,0.09,0.21,0.43,0.25,0.06
5467910020,20140516,425000,3,2.5,2670,13218,1,0,1988,98042,47.3682993088695,-122.153041201047,53033031703,"Census Tract 317.03, King County, Washington",7137,45.8,0.09,0.2,0.39,0.18,0.14,0.08
1441800010,20141208,459900,3,2.25,2250,8000,1,0,1976,98034,47.7229090246014,-122.202083365845,53033022003,"Census Tract 220.03, King County, Washington",4831,36.2,0.06,0.2,0.32,0.3,0.12,0.07
3723800086,20140624,665000,6,2.75,2840,8346,1,0,1961,98118,47.5517952272633,-122.266049090019,53033010200,"Census Tract 102, King County, Washington",4570,41.8,0.09,0.11,0.2,0.32,0.28,0.06
3980300020,20150310,340000,3,1,670,23522,1,0,1968,98024,47.5328976077693,-121.890065485229,53033032602,"Census Tract 326.02, King County, Washington",13392,34.9,0.04,0.08,0.28,0.42,0.19,0.02
9232900050,20140806,3e+05,2,1.75,2120,6350,1,0,1924,98103,47.6974016150821,-122.356004863256,53033001702,"Census Tract 17.02, King County, Washington",4832,35.3,0.04,0.11,0.36,0.37,0.13,0.1
826069127,20150406,483000,3,2.25,2100,43560,1,0,1977,98077,47.7510937324825,-122.072000085221,53033032311,"Census Tract 323.11, King County, Washington",6192,42.9,0.02,0.13,0.3,0.32,0.24,0.04
3221079069,20140815,475000,3,2.5,2770,98881,2,0,1991,98022,47.256806623626,-121.951980738581,53033031501,"Census Tract 315.01, King County, Washington",3860,41.9,0.1,0.35,0.36,0.14,0.04,0.06
7575610170,20150423,2e+05,4,2.75,2210,13235,2,0,1988,98003,47.3541049044484,-122.302979460395,53033030004,"Census Tract 300.04, King County, Washington",8302,30.3,0.2,0.3,0.34,0.1,0.05,0.22
1775800290,20140801,354000,3,1.75,1260,12330,1,0,1968,98072,47.7411988773548,-122.095016068189,53033032307,"Census Tract 323.07, King County, Washington",6567,41,0.02,0.14,0.32,0.32,0.19,0.02
2954400020,20150205,1150000,4,3.75,4160,35000,2,0,1991,98053,47.6689989106689,-122.066930857858,53033032313,"Census Tract 323.13, King County, Washington",6606,32.6,0.09,0.08,0.23,0.28,0.32,0.08
6447300225,20141106,1880000,3,2.75,2620,17919,1,0,1949,98039,47.6144004569165,-122.228067872102,53033024200,"Census Tract 242, King County, Washington",3212,45.4,0.01,0.06,0.12,0.47,0.35,0.06
2345700500,20141021,375000,4,2.5,2990,6145,2,0,2003,98003,47.2612063473429,-122.294046710189,53033030404,"Census Tract 304.04, King County, Washington",4930,39.3,0.04,0.33,0.36,0.2,0.06,0.08
3291800660,20150313,406000,3,1.75,1390,7904,1,0,1985,98056,47.4892036903559,-122.180900100916,53033025400,"Census Tract 254, King County, Washington",7592,31.4,0.19,0.22,0.38,0.17,0.04,0.19
2923039217,20140610,350000,2,0.75,1392,43710,1.5,0,1978,98070,47.4490947893987,-122.453051488083,53033027701,"Census Tract 277.01, King County, Washington",4890,50.6,0.08,0.11,0.25,0.29,0.27,0.08
7923600250,20150515,450000,5,2,1870,7344,1.5,0,1960,98007,47.5950935412581,-122.1440194371,53033023401,"Census Tract 234.01, King County, Washington",3821,37.9,0.05,0.12,0.19,0.35,0.29,0.13
3391900130,20140903,258750,4,2,2300,8400,1,0,1962,98003,47.3281998478935,-122.331918370194,53033030202,"Census Tract 302.02, King County, Washington",6625,38,0.07,0.34,0.39,0.13,0.07,0.18
1338600185,20140624,1157400,3,2.5,2740,5925,2,0,1913,98112,47.6313084857866,-122.303005572189,53033006400,"Census Tract 64, King County, Washington",3575,40.4,0.01,0.04,0.12,0.42,0.42,0.04
1453602360,20150406,1e+06,3,1,1540,24500,1.5,0,1949,98125,47.7212944091063,-122.289904065871,53033000100,"Census Tract 1, King County, Washington",7963,34.8,0.09,0.18,0.28,0.28,0.17,0.19
2113701100,20140826,294010,3,1.75,1550,4057,1,0,1945,98106,47.5291029967016,-122.35109564257,53033011300,"Census Tract 113, King County, Washington",7054,41.3,0.15,0.18,0.4,0.21,0.06,0.08
8864000250,20140827,150550,4,1,1470,6061,1.5,0,1945,98168,47.4818907807159,-122.288901687376,53033027300,"Census Tract 273, King County, Washington",5846,31.8,0.26,0.33,0.22,0.13,0.06,0.24
1923300170,20150109,629000,5,2,2050,3000,1.5,0,1912,98103,47.6864070382601,-122.35203446279,53033002800,"Census Tract 28, King County, Washington",4854,36,0.01,0.05,0.21,0.48,0.24,0.09
1922069071,20150424,411000,4,1.75,2250,292288,1,0,1963,98042,47.3786923050266,-122.090920252348,53033032005,"Census Tract 320.05, King County, Washington",7361,35.1,0.08,0.37,0.32,0.15,0.08,0.13
9551202130,20140714,980000,5,2.5,2750,6000,1.5,0,1904,98103,47.6729058571233,-122.333937846561,53033004600,"Census Tract 46, King County, Washington",3674,36.6,0.02,0.05,0.13,0.43,0.37,0.07
1982200675,20150506,860000,4,2.75,2720,3840,2,0,1920,98107,47.6623936531944,-122.360986565557,53033004800,"Census Tract 48, King County, Washington",5136,33.9,0.02,0.04,0.22,0.45,0.28,0.06
1524079088,20140509,275000,3,1.5,1390,48257,1,0,1922,98024,47.5602909925074,-121.89409208063,53033032601,"Census Tract 326.01, King County, Washington",2792,42.9,0.04,0.27,0.31,0.27,0.12,0.06
7349800780,20140805,175000,2,1.75,1050,9800,1.5,0,1975,98019,47.7594931995536,-121.473095061763,53033032800,"Census Tract 328, King County, Washington",2351,50,0.04,0.23,0.35,0.23,0.14,0.04
4055700345,20140714,497000,3,1.5,2240,28750,1,0,1956,98034,47.713691625235,-122.254041495116,53033022300,"Census Tract 223, King County, Washington",2647,50.3,0.01,0.09,0.17,0.37,0.36,0.03
9238500190,20141202,440000,4,2.25,2600,28600,1,0,1968,98072,47.7757085127563,-122.139076969171,53033032319,"Census Tract 323.19, King County, Washington",5696,39.5,0.03,0.17,0.29,0.3,0.21,0.08
853600020,20140710,840000,4,3.5,3840,85728,2,0,1998,98014,47.6150016327173,-121.953937063572,53033032500,"Census Tract 325, King County, Washington",5483,43.6,0.07,0.2,0.3,0.3,0.14,0.05
2473400290,20150126,285000,4,2.5,1870,8190,1,0,1977,98058,47.4521073461004,-122.160994716301,53033025804,"Census Tract 258.04, King County, Washington",3628,37.1,0.08,0.32,0.29,0.26,0.05,0.1
2273600250,20140804,5e+05,3,1.75,1570,8530,1,0,1983,98033,47.6881016147253,-122.183928708258,53033022500,"Census Tract 225, King County, Washington",8438,43.3,0.02,0.07,0.23,0.43,0.26,0.04
3279050130,20140910,419000,3,2.5,3310,21096,2,0,2004,98023,47.3049065378349,-122.385931920989,53033030306,"Census Tract 303.06, King County, Washington",5803,42.3,0.06,0.21,0.43,0.2,0.1,0.11
9822700190,20140808,1280000,9,4.5,3650,5000,2,0,1915,98105,47.66039292328,-122.289074830581,53033004100,"Census Tract 41, King County, Washington",7920,40.1,0.02,0.03,0.14,0.39,0.42,0.07
9510910250,20150120,670000,4,2.5,2095,4569,2,0,2002,98052,47.6603097612498,-122.087000086032,53033032313,"Census Tract 323.13, King County, Washington",6606,32.6,0.09,0.08,0.23,0.28,0.32,0.08
7605800050,20140602,1e+06,3,2.5,2730,5832,2,0,1998,98005,47.6215915889266,-122.161030775612,53033023601,"Census Tract 236.01, King County, Washington",4042,39.4,0.04,0.04,0.27,0.36,0.29,0.11
4197400005,20140620,455000,4,2.25,2450,21000,1,0,1954,98166,47.4559093550447,-122.343978466511,53033027900,"Census Tract 279, King County, Washington",8123,41.6,0.08,0.22,0.42,0.19,0.09,0.11
4197400005,20140620,455000,4,2.25,2450,21000,1,0,1954,98166,47.4559093550447,-122.343978466511,53033027900,"Census Tract 279, King County, Washington",8123,41.6,0.08,0.22,0.42,0.19,0.09,0.11
9136102057,20140905,650000,4,2.5,2160,3139,1,0,1940,98103,47.6661932728756,-122.338094942448,53033004600,"Census Tract 46, King County, Washington",3674,36.6,0.02,0.05,0.13,0.43,0.37,0.07
5248800440,20150217,275000,2,1,840,4000,1,0,1942,98108,47.5530994540426,-122.307096628567,53033010402,"Census Tract 104.02, King County, Washington",4938,40.1,0.22,0.15,0.31,0.25,0.06,0.09
2877102846,20140625,575000,3,2.25,1700,3333,1.5,0,1924,98117,47.6784023288207,-122.361017685143,53033003400,"Census Tract 34, King County, Washington",3661,37.3,0,0.03,0.2,0.41,0.36,0.05
7686202275,20141209,219950,3,1,1210,8000,1,0,1954,98198,47.421103994687,-122.313905032308,53033028801,"Census Tract 288.01, King County, Washington",3032,39,0.13,0.3,0.35,0.11,0.11,0.14
5127000470,20150305,292000,3,2.25,1780,9720,1,0,1981,98059,47.4761933478668,-122.155949090483,53033025602,"Census Tract 256.02, King County, Washington",6153,36.4,0.09,0.18,0.3,0.31,0.12,0.05
3819800280,20140819,4e+05,2,1,1180,10800,1,0,1984,98011,47.7273013706125,-122.235942552268,53033022201,"Census Tract 222.01, King County, Washington",4431,35.5,0.03,0.2,0.34,0.32,0.11,0.09
7300400170,20140910,334000,4,2.5,2310,6200,2,0,1998,98092,47.3321091601128,-122.171982485528,53033029602,"Census Tract 296.02, King County, Washington",6298,36.5,0.08,0.25,0.29,0.28,0.11,0.08
8087800480,20150331,480000,5,2.5,2040,9597,1,0,1963,98052,47.6543999511586,-122.133906412585,53033022802,"Census Tract 228.02, King County, Washington",5030,35.7,0.02,0.1,0.23,0.34,0.31,0.07
112900020,20140701,3e+05,3,2.25,1660,5128,2,0,2001,98019,47.7362062150909,-121.966970140121,53033032401,"Census Tract 324.01, King County, Washington",6302,39.1,0.05,0.21,0.33,0.31,0.1,0.11
